Generating an artificial network
Generating 10 inlets
Starting the simulation with a timestep of 0.001s for 12 times with 4 jobs.
         1055133 function calls (1031970 primitive calls) in 68.918 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6833(Devanagari)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6763(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6862(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6929(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6857(pyparsing_test)
        1    0.000    0.000    0.016    0.016 pyparsing.py:96(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:64(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:63(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:80(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:85(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:298(ColorConverter)
        1    0.000    0.000    0.000    0.000 colors.py:419(Colormap)
        1    0.000    0.000    0.000    0.000 colors.py:625(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:778(ListedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:868(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:1000(LogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1071(SymLogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1188(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1263(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1349(NoNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1533(LightSource)
        1    0.000    0.000    0.001    0.001 colors.py:45(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:188(_UTC)
        1    0.000    0.000    0.000    0.000 dates.py:347(strpdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:363(bytespdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:605(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:745(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:772(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:871(rrulewrapper)
        1    0.000    0.000    0.000    0.000 dates.py:976(DateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1056(RRuleLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1161(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1384(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1448(MonthLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1473(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1501(DayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1528(HourLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1548(MinuteLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1568(SecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1588(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1780(DateConverter)
        1    0.000    0.000    0.007    0.007 dates.py:137(<module>)
        1    0.000    0.000    0.000    0.000 rrule.py:65(weekday)
        1    0.000    0.000    0.000    0.000 rrule.py:92(rrulebase)
        1    0.000    0.000    0.000    0.000 rrule.py:303(rrule)
        1    0.000    0.000    0.000    0.000 rrule.py:1110(_iterinfo)
        1    0.000    0.000    0.000    0.000 rrule.py:1313(_genitem)
        1    0.000    0.000    0.000    0.000 rrule.py:1305(rruleset)
        1    0.000    0.000    0.000    0.000 rrule.py:1416(_rrulestr)
        1    0.000    0.000    0.000    0.000 rrule.py:7(<module>)
        1    0.000    0.000    0.000    0.000 units.py:53(AxisInfo)
        1    0.000    0.000    0.000    0.000 units.py:88(ConversionInterface)
        1    0.000    0.000    0.000    0.000 units.py:137(__init__)
        1    0.000    0.000    0.000    0.000 units.py:133(Registry)
        1    0.000    0.000    0.000    0.000 units.py:43(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:213(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:239(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:260(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:313(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:335(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:346(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:379(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:399(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:418(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:439(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:489(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:812(LogFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1047(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1063(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1133(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1153(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1178(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1304(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1420(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:1519(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1548(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1594(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1614(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1694(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:1735(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1792(MaxNLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2027(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2222(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2395(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2487(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2507(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2570(OldAutoLocator)
        1    0.000    0.000    0.004    0.004 ticker.py:165(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:88(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:60(TransformNode)
        1    0.000    0.000    0.000    0.000 transforms.py:258(BboxBase)
        1    0.000    0.000    0.000    0.000 transforms.py:766(Bbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1033(TransformedBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1109(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1238(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1639(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1767(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1760(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1819(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1907(Affine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2126(IdentityTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2173(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2295(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2386(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2515(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2604(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2652(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2695(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2716(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2756(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2788(TransformedPath)
        1    0.000    0.000    0.000    0.000 transforms.py:2862(TransformedPatchPath)
        1    0.000    0.000    0.002    0.002 transforms.py:30(<module>)
        1    0.000    0.000    0.000    0.000 path.py:26(Path)
        1    0.000    0.000    0.000    0.000 path.py:10(<module>)
        1    0.000    0.000    0.000    0.000 window.py:45(_Window)
        1    0.000    0.000    0.000    0.000 window.py:439(Window)
        1    0.000    0.000    0.000    0.000 window.py:766(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 window.py:803(_Rolling)
        1    0.000    0.000    0.001    0.001 window.py:890(_Rolling_and_Expanding)
        1    0.000    0.000    0.001    0.001 window.py:1547(Rolling)
        1    0.000    0.000    0.000    0.000 window.py:1804(RollingGroupby)
        1    0.000    0.000    0.001    0.001 window.py:1835(Expanding)
        1    0.000    0.000    0.000    0.000 window.py:2077(ExpandingGroupby)
        1    0.000    0.000    0.001    0.001 window.py:2118(EWM)
        1    0.000    0.000    0.005    0.005 window.py:4(<module>)
        1    0.000    0.000    0.000    0.000 base.py:14(GroupByMixin)
        1    0.000    0.000    0.000    0.000 base.py:5(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:48(NDFrameGroupBy)
        1    0.000    0.000    0.002    0.002 generic.py:688(SeriesGroupBy)
        1    0.000    0.000    0.001    0.001 generic.py:1238(DataFrameGroupBy)
        1    0.000    0.000    0.000    0.000 generic.py:1589(PanelGroupBy)
        1    0.000    0.000    0.007    0.007 generic.py:7(<module>)
        1    0.000    0.000    0.001    0.001 panel.py:108(Panel)
        1    0.000    0.000    0.004    0.004 panel.py:3(<module>)
        1    0.000    0.000    0.000    0.000 grouper.py:30(Grouper)
        1    0.000    0.000    0.000    0.000 grouper.py:206(Grouping)
        1    0.000    0.000    0.001    0.001 grouper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:90(BaseGrouper)
        1    0.000    0.000    0.000    0.000 ops.py:636(BinGrouper)
        1    0.000    0.000    0.000    0.000 ops.py:792(DataSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:840(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:846(FrameSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:869(NDFrameSplitter)
        1    0.000    0.000    0.001    0.001 ops.py:7(<module>)
        1    0.000    0.000    0.000    0.000 reshape.py:31(_Unstacker)
        1    0.000    0.000    0.000    0.000 reshape.py:3(<module>)
        1    0.000    0.000    0.000    0.000 frame.py:41(SparseDataFrame)
        1    0.000    0.000    0.009    0.009 frame.py:4(<module>)
        1    0.000    0.000    0.001    0.001 series.py:38(SparseSeries)
        1    0.000    0.000    0.003    0.003 series.py:4(<module>)
        1    0.000    0.000    0.000    0.000 scipy_sparse.py:5(<module>)
        1    0.000    0.000    0.002    0.002 eval.py:4(<module>)
        1    0.000    0.000    0.000    0.000 engines.py:19(NumExprClobberingError)
        1    0.000    0.000    0.000    0.000 engines.py:41(AbstractEngine)
        1    0.000    0.000    0.000    0.000 engines.py:101(NumExprEngine)
        1    0.000    0.000    0.000    0.000 engines.py:133(PythonEngine)
        1    0.000    0.000    0.002    0.002 engines.py:3(<module>)
        1    0.000    0.000    0.000    0.000 align.py:44(_filter_special_cases)
        1    0.000    0.000    0.000    0.000 align.py:2(<module>)
        1    0.000    0.000    0.000    0.000 common.py:25(NameResolutionError)
        1    0.000    0.000    0.000    0.000 ops.py:38(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 ops.py:50(Term)
        1    0.000    0.000    0.000    0.000 ops.py:162(Constant)
        1    0.000    0.000    0.000    0.000 ops.py:184(Op)
        1    0.000    0.000    0.000    0.000 ops.py:321(BinOp)
        1    0.000    0.000    0.000    0.000 ops.py:451(Div)
        1    0.000    0.000    0.000    0.000 ops.py:484(UnaryOp)
        1    0.000    0.000    0.000    0.000 ops.py:529(MathCall)
        1    0.000    0.000    0.000    0.000 ops.py:545(FuncNode)
        1    0.000    0.000    0.001    0.001 ops.py:2(<module>)
        1    0.000    0.000    0.000    0.000 scope.py:80(Scope)
        1    0.000    0.000    0.000    0.000 scope.py:3(<module>)
        1    0.000    0.000    0.000    0.000 concat.py:232(_Concatenator)
        1    0.000    0.000    0.000    0.000 melt.py:3(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:467(_MergeOperation)
        1    0.000    0.000    0.000    0.000 merge.py:1238(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1317(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 merge.py:3(<module>)
        1    0.000    0.000    0.001    0.001 pivot.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tile.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 excel.py:378(_XlrdReader)
        1    0.000    0.000    0.000    0.000 excel.py:623(ExcelFile)
        1    0.000    0.000    0.000    0.000 excel.py:952(ExcelWriter)
        1    0.000    0.000    0.000    0.000 excel.py:1198(_OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 excel.py:1652(_XlwtWriter)
        1    0.000    0.000    0.000    0.000 excel.py:1783(_XlsxStyler)
        1    0.000    0.000    0.000    0.000 excel.py:1926(_XlsxWriter)
        1    0.000    0.000    0.006    0.006 excel.py:3(<module>)
        1    0.000    0.000    0.000    0.000 parsers.py:806(TextFileReader)
        1    0.000    0.000    0.000    0.000 parsers.py:1350(ParserBase)
        1    0.000    0.000    0.000    0.000 parsers.py:1825(CParserWrapper)
        1    0.000    0.000    0.000    0.000 parsers.py:2163(PythonParser)
        1    0.000    0.000    0.000    0.000 parsers.py:3494(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 parsers.py:3595(FixedWidthFieldParser)
        1    0.000    0.000    0.004    0.004 parsers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:147(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:526(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:633(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:4(<module>)
        1    0.000    0.000    0.000    0.000 json.py:79(Writer)
        1    0.000    0.000    0.000    0.000 json.py:119(SeriesWriter)
        1    0.000    0.000    0.000    0.000 json.py:137(FrameWriter)
        1    0.000    0.000    0.000    0.000 json.py:164(JSONTableWriter)
