Generating an artificial network
Generating 10 inlets
Starting the simulation with a timestep of 0.001s for 12 times with 4 jobs.
         1055133 function calls (1031970 primitive calls) in 68.918 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <decorator-gen-441>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-441>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-442>:1(<module>)
        1    0.000    0.000    0.000    0.000 gexf.py:247(GEXFWriter)
        1    0.000    0.000    0.000    0.000 gexf.py:603(GEXFReader)
        1    0.000    0.000    0.001    0.001 gexf.py:21(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-443>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-443>:1(<module>)
        1    0.000    0.000    0.000    0.000 nx_shp.py:13(<module>)
        1    0.000    0.000    0.000    0.000 node_link.py:10(<module>)
        1    0.000    0.000    0.000    0.000 adjacency.py:7(<module>)
        1    0.000    0.000    0.000    0.000 tree.py:7(<module>)
        1    0.000    0.000    0.000    0.000 jit.py:34(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-447>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-447>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-448>:1(<module>)
        1    0.000    0.000    0.000    0.000 cytoscape.py:3(<module>)
        1    0.000    0.000    0.000    0.000 attrmatrix.py:3(<module>)
        1    0.000    0.000    0.000    0.000 spectrum.py:3(<module>)
        1    0.000    0.000    0.000    0.000 graphmatrix.py:3(<module>)
        1    0.000    0.000    0.001    0.001 laplacianmatrix.py:2(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-449>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-449>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-450>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-451>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-451>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-452>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-453>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-453>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-454>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-454>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-455>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-456>:1(<module>)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:91(_CholeskySolver)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:117(_LUSolver)
        1    0.000    0.000    0.012    0.012 algebraicconnectivity.py:9(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:13(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:123(<listcomp>)
        1    0.000    0.000    0.010    0.010 __init__.py:110(<module>)
        1    0.000    0.000    0.003    0.003 iterative.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:55(LinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:453(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:498(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:523(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:549(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:573(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:605(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:621(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 interface.py:636(IdentityOperator)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:11(ReentrancyError)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:15(ReentrancyLock)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:64(<listcomp>)
        1    0.000    0.000    0.001    0.001 __init__.py:52(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.001    0.001 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arpack.py:274(ArpackError)
        1    0.000    0.000    0.000    0.000 arpack.py:283(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 arpack.py:309(_ArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:379(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:597(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:901(SpLuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:924(LuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:948(IterInv)
        1    0.000    0.000    0.000    0.000 arpack.py:979(IterOpInv)
        1    0.000    0.000    0.001    0.001 arpack.py:7(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:187(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 matfuncs.py:223(ProductOperator)
        1    0.000    0.000    0.000    0.000 matfuncs.py:353(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 matfuncs.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:305(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-457>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-457>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-458>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-459>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-459>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-460>:1(<module>)
        1    0.000    0.000    0.001    0.001 modularitymatrix.py:2(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-461>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-461>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-476>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-462>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-462>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-463>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-464>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-465>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-465>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-466>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-466>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-467>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-468>:1(<module>)
        1    0.000    0.000    0.000    0.000 test.py:2(<module>)
        1    0.000    0.000    0.001    0.001 layout.py:27(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-469>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-469>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-475>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-470>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-471>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-471>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-475>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-472>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-473>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-473>:1(<module>)
        1    0.000    0.000    0.000    0.000 nx_pylab.py:23(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-474>:1(<module>)
        1    0.000    0.000    0.000    0.000 nx_agraph.py:25(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-477>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-477>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-478>:1(<module>)
        1    0.000    0.000    0.000    0.000 nx_pydot.py:15(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-479>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-479>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-480>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-481>:1(_open_file)
        1    0.000    0.000    0.000    0.000 <decorator-gen-481>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-482>:1(<module>)
        1    0.000    0.000    0.000    0.000 tools.py:573(Bunch)
        1    0.000    0.000    0.003    0.003 tools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 recfunctions.py:7(<module>)
        1    0.000    0.000    0.000    0.000 mrecords.py:91(MaskedRecords)
        1    0.000    0.000    0.000    0.000 mrecords.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _testing.py:23(PytestTester)
        1    0.000    0.000    0.000    0.000 _testing.py:10(<module>)
        1    0.000    0.000    0.000    0.000 pandas.py:2(<module>)
        1    0.000    0.000    0.000    0.000 python.py:3(<module>)
        1    0.000    0.000    0.000    0.000 data.py:3(<module>)
        1    0.000    0.000    0.000    0.000 validation.py:148(PandasWrapper)
        1    0.000    0.000    0.000    0.000 validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 empirical_distribution.py:34(StepFunction)
        1    0.000    0.000    0.000    0.000 empirical_distribution.py:108(ECDF)
        1    0.000    0.000    0.006    0.006 empirical_distribution.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:193(<listcomp>)
        1    0.000    0.000    0.006    0.006 __init__.py:172(<module>)
        1    0.000    0.000    0.000    0.000 interpolate.py:107(interp2d)
        1    0.000    0.000    0.000    0.000 interpolate.py:345(interp1d)
        1    0.000    0.000    0.000    0.000 interpolate.py:704(_PPolyBase)
        1    0.000    0.000    0.000    0.000 interpolate.py:927(PPoly)
        1    0.000    0.000    0.000    0.000 interpolate.py:1332(BPoly)
        1    0.000    0.000    0.000    0.000 interpolate.py:1877(NdPPoly)
        1    0.000    0.000    0.000    0.000 interpolate.py:2306(RegularGridInterpolator)
        1    0.000    0.000    0.000    0.000 interpolate.py:2672(_ppform)
        1    0.000    0.000    0.004    0.004 interpolate.py:2(<module>)
        1    0.000    0.000    0.002    0.002 fitpack.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _fitpack_impl.py:22(<module>)
        1    0.000    0.000    0.000    0.000 _bsplines.py:46(BSpline)
        1    0.000    0.000    0.000    0.000 _bsplines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyint.py:21(_Interpolator1D)
        1    0.000    0.000    0.000    0.000 polyint.py:142(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 polyint.py:221(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 polyint.py:464(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 polyint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fitpack2.py:70(UnivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:521(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:629(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:768(_BivariateSplineBase)
        1    0.000    0.000    0.000    0.000 fitpack2.py:918(BivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:999(SmoothBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1064(LSQBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1131(RectBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1217(SphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1299(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1391(LSQSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1525(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:7(<module>)
        1    0.000    0.000    0.000    0.000 rbf.py:58(Rbf)
        1    0.000    0.000    0.000    0.000 rbf.py:44(<module>)
        1    0.000    0.000    0.000    0.000 _cubic.py:19(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:228(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:352(CubicSpline)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:22(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _pade.py:1(<module>)
        1    0.000    0.000    0.000    0.000 edgeworth.py:101(ExpandedNormal)
        1    0.000    0.000    0.169    0.169 edgeworth.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:376(<listcomp>)
        1    0.000    0.000    0.168    0.168 __init__.py:364(<module>)
        1    0.000    0.000    0.158    0.158 stats.py:158(<module>)
        1    0.000    0.000    0.153    0.153 distributions.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:274(<listcomp>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:354(<listcomp>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:425(rv_frozen)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:584(rv_generic)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1314(rv_continuous)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2562(rv_discrete)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3333(rv_sample)
        1    0.000    0.000    0.038    0.038 _distn_infrastructure.py:5(<module>)
        1    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.001    0.001 pilutil.py:7(<module>)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:25(Filter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:29(MultibandFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:33(BuiltinFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:40(Kernel)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:69(RankFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:93(MedianFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:108(MinFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:123(MaxFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:138(ModeFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:156(GaussianBlur)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:171(BoxBlur)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:192(UnsharpMask)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:218(BLUR)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:231(CONTOUR)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:242(DETAIL)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:253(EDGE_ENHANCE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:264(EDGE_ENHANCE_MORE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:275(EMBOSS)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:286(FIND_EDGES)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:297(SHARPEN)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:308(SMOOTH)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:319(SMOOTH_MORE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:332(Color3DLUT)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _distr_params.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:410(<listcomp>)
        1    0.000    0.000    0.028    0.028 __init__.py:382(<module>)
        1    0.000    0.000    0.000    0.000 optimize.py:53(MemoizeJac)
        1    0.000    0.000    0.000    0.000 optimize.py:75(OptimizeResult)
        1    0.000    0.000    0.000    0.000 optimize.py:133(OptimizeWarning)
        1    0.000    0.000    0.000    0.000 optimize.py:788(_LineSearchError)
        1    0.000    0.000    0.000    0.000 optimize.py:1846(Brent)
        1    0.000    0.000    0.001    0.001 optimize.py:17(<module>)
        1    0.000    0.000    0.000    0.000 linesearch.py:26(LineSearchWarning)
        1    0.000    0.000    0.000    0.000 linesearch.py:13(<module>)
        1    0.000    0.000    0.014    0.014 _minimize.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:40(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:14(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:44(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _trustregion_krylov.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:188(IterativeSubproblem)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:26(HessianLinearOperator)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:39(LagrangianHessian)
        1    0.000    0.000    0.009    0.009 minimize_trustregion_constr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:12(ScalarFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:196(VectorFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:457(LinearVectorFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:506(IdentityVectorFunction)
        1    0.000    0.000    0.001    0.001 _differentiable_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _numdiff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:12(HessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:112(__init__)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:104(FullHessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:275(__init__)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:240(BFGS)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:378(SR1)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constraints.py:11(NonlinearConstraint)
        1    0.000    0.000    0.000    0.000 _constraints.py:103(LinearConstraint)
        1    0.000    0.000    0.000    0.000 _constraints.py:141(Bounds)
        1    0.000    0.000    0.000    0.000 _constraints.py:172(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 _constraints.py:1(<module>)
        1    0.000    0.000    0.006    0.006 equality_constrained_sqp.py:1(<module>)
        1    0.000    0.000    0.005    0.005 projections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 qp_subproblem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:24(BarrierSubproblem)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:13(<module>)
        1    0.000    0.000    0.000    0.000 report.py:4(ReportBase)
        1    0.000    0.000    0.000    0.000 report.py:29(BasicReport)
        1    0.000    0.000    0.000    0.000 report.py:37(SQPReport)
        1    0.000    0.000    0.000    0.000 report.py:45(IPReport)
        1    0.000    0.000    0.000    0.000 report.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:375(LbfgsInvHessProduct)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:9(<module>)
        1    0.000    0.000    0.000    0.000 tnc.py:33(<module>)
        1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
        1    0.000    0.000    0.000    0.000 slsqp.py:14(<module>)
        1    0.000    0.000    0.006    0.006 _root.py:7(<module>)
        1    0.000    0.000    0.003    0.003 minpack.py:1(<module>)
        1    0.000    0.000    0.001    0.001 least_squares.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trf.py:95(<module>)
        1    0.000    0.000    0.000    0.000 dogbox.py:42(<module>)
        1    0.000    0.000    0.001    0.001 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trf_linear.py:2(<module>)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:13(_NoConvergence)
        1    0.000    0.000    0.000    0.000 _spectral.py:3(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:134(NoConvergence)
        1    0.000    0.000    0.000    0.000 nonlin.py:418(TerminationCondition)
        1    0.000    0.000    0.000    0.000 nonlin.py:482(Jacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:550(InverseJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:665(GenericBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:691(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 nonlin.py:911(BroydenFirst)
        1    0.000    0.000    0.000    0.000 nonlin.py:1004(BroydenSecond)
        1    0.000    0.000    0.000    0.000 nonlin.py:1048(Anderson)
        1    0.000    0.000    0.000    0.000 nonlin.py:1184(DiagBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:1231(LinearMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1271(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1329(KrylovJacobian)
        1    0.000    0.000    0.002    0.002 nonlin.py:106(<module>)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:19(MemoizeDer)
        1    0.000    0.000    0.001    0.001 _root_scalar.py:8(<module>)
        1    0.000    0.000    0.000    0.000 zeros.py:28(RootResults)
        1    0.000    0.000    0.000    0.000 zeros.py:1013(TOMS748Solver)
        1    0.000    0.000    0.000    0.000 zeros.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nnls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:15(Storage)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:37(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:183(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:250(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:273(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:289(Metropolis)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
        1    0.000    0.000    0.001    0.001 _linprog.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_ip.py:3(<module>)
        1    0.000    0.000    0.001    0.001 _linprog_simplex.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_util.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _remove_redundancy.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _hungarian.py:121(_Hungary)
        1    0.000    0.000    0.000    0.000 _hungarian.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:277(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1005(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _shgo.py:450(SHGO)
        1    0.000    0.000    0.000    0.000 _shgo.py:1583(LMap)
        1    0.000    0.000    0.000    0.000 _shgo.py:1592(LMapCache)
        1    0.000    0.000    0.002    0.002 _shgo.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sobol_seq.py:27(Sobol)
        1    0.000    0.000    0.000    0.000 sobol_seq.py:21(<module>)
        1    0.001    0.001    0.001    0.001 triangulation.py:101(Complex)
        1    0.000    0.000    0.000    0.000 triangulation.py:583(VertexGroup)
        1    0.000    0.000    0.000    0.000 triangulation.py:636(Cell)
        1    0.000    0.000    0.000    0.000 triangulation.py:650(Simplex)
        1    0.000    0.000    0.000    0.000 triangulation.py:662(Vertex)
        1    0.000    0.000    0.000    0.000 triangulation.py:741(VertexCache)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:22(VisitingDistribution)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:119(EnergyState)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:202(StrategyChain)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:348(ObjectiveFunWrapper)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:366(LocalSearchWrapper)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:8(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:97(<listcomp>)
        1    0.000    0.000    0.000    0.000 quadrature.py:18(AccuracyWarning)
        1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 odepack.py:12(ODEintWarning)
        1    0.000    0.000    0.000    0.000 odepack.py:2(<module>)
        1    0.000    0.000    0.000    0.000 quadpack.py:19(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 quadpack.py:808(_RangeFunc)
        1    0.000    0.000    0.000    0.000 quadpack.py:821(_OptFunc)
        1    0.000    0.000    0.000    0.000 quadpack.py:830(_NQuad)
        1    0.000    0.000    0.000    0.000 quadpack.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:102(ode)
        1    0.000    0.000    0.000    0.000 _ode.py:590(complex_ode)
        1    0.000    0.000    0.000    0.000 _ode.py:757(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _ode.py:772(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _ode.py:834(vode)
        1    0.000    0.000    0.000    0.000 _ode.py:1035(zvode)
        1    0.000    0.000    0.000    0.000 _ode.py:1107(dopri5)
        1    0.000    0.000    0.000    0.000 _ode.py:1194(dop853)
        1    0.000    0.000    0.000    0.000 _ode.py:1237(lsoda)
        1    0.000    0.000    0.001    0.001 _ode.py:39(<module>)
        1    0.000    0.000    0.000    0.000 _bvp.py:519(BVPResult)
        1    0.000    0.000    0.000    0.000 _bvp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ivp.py:24(OdeResult)
        1    0.000    0.000    0.002    0.002 ivp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdf.py:73(BDF)
        1    0.000    0.000    0.000    0.000 bdf.py:444(BdfDenseOutput)
        1    0.000    0.000    0.001    0.001 bdf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:122(OdeSolution)
